text,emoji,emoji_id
im not kelly clarkson and i dont want to be tonight eitheror any night for that matter, 🤷,64
excellent aye had a good one got out in the sun lots of nice food etc bbq at fennys no sign of baby tho now days od, 🍔,88
goddamnit little bohemia, 🤬,3
i get to see my nieces and nephew tonight, 😍,51
watching chicken little like the cool kid i am, 😎,89
i guess thats one option, 🤔,1
awww poor you but heres me giving out good advice im an addict myself lol, 😉,61
you never reminded me and i was up reaaal early and wasnt functioning properly sorry tho, 😔,7
and no prob i enjoyed it love you too my message was too long for one tweet lol, 😊,25
thats my borough we voted in galloway but we did well here, 🗳,71
yeah joe is the fitest in my opinion of course lol, 💪,45
sad that i try to plan fun things and they dont work, 😔,7
imy hell i miss everyone too bad i have swine flu, 😢,16
had the most delicious dinner and dessert of all fucking time, 🤤,84
watching the hills season finale amp then the mtv movie awards, 🎉,15
thanks for the follow absolutely hate teeth and graduated to looking at implants after failed upper bridges year old, 😔,7
aww stop it ur gnna make me cry, 😭,8
i had no idea thanks so much, 🤗,23
i want a dog named doug who will talk to me and point me in the right direction, 🐶,43
cant dooooooooooo tejas actually it is on a weekend hmmm leave fri morn fly back sun mornhmmm, 🤔,1
im sorry deary, 😔,7
been spraying down the park today ran out of paint though httptwitpiccomxll, 🤦,35
yay followers and the th isnt even a dmb fan but shes much much more special crazy right, 🤩,31
im sorry to hear about up i was really looking forward to it, 😔,7
no one except for one person has commented on my haircut yet, 🤔,1
hope you feel better soon wed love to meet up with you shall we come and visit we could pop over tomorrow, 🤗,23
hahahaha iya this ones a surprise but it turns out to be a nice surprise, 😊,25
good to see you back it has been far too tame around here while you have been on your jollies, 🤗,23
oh my that sucks majorly how do you think that will work out sounds so bad on your part, 😔,7
of course now that i am finally home i feel like crap havent even gotten to really see john yet, 😔,7
lol movie date im sure we can get ppl to go, 😊,25
theyre all sold out, 🤦,35
jk i do need a shower according to gina, 😳,56
httpbitlycxdyk they stole from me wont respond to me or lawyers, 😡,36
i am soooo happpyyyyyyyy this is the best day ever ahhhhhhhhh, 😁,22
know that feeling hun, 😊,25
oh my, 😋,98
turning out that should keep it interesting haha ill be off to bed now its cccoollld but i like it hahaha gudnyt, 😊,25
i hope they lawyer can help, 🤞,21
studyingggg taking exam foooooooood class studyingggg again o joy, 📚,73
i love your profile pic, ❤️,33
why u, 😕,94
haha yeahh he did i feel extremely lucky even till now, 😊,25
thanks i was just about to ask her how she was doing, 🤗,23
am now officially at my lowest weight since before high school minus my coke head yearsthat was insane this explains my smaller boobs, 🎉,15
is off to ryas to get my joseriz books be back in a bit httpplurkcompzsse, 📚,73
work needs to end, 🤦,35
ohhhh hahha thanks junior thats sweet, 😊,25
downloading some videos on orbit the wireless connection is currently slow now, 🤔,1
just asked ian on phone and he said yesbut you are the only one x, 🤗,23
hahaha rpattz was supposed to be a part of the dick in a box performance too bad it didnt happen httptinyurlcomnsom, 😔,7
my pain killers knocked me out twice in the last hours i like it lol, 😴,10
unfortunately some of our quototherquot teams dont have as much pull, 😔,7
cash in the attic is ok i prefer homes under the hammer haha i do love being off school, 🤩,31
httptwitpiccomidyc i this is the cutest picture i have ever seen in my life, 😍,51
haha yeah same especially wen i hear their song being played on the radio too xd, 😊,25
cdc vaccine advisor pockets million promoting vaccines httpisgdmq more elitist scum vaccination profiteering sorry, 😡,36
plz say quothappy birthday or roni amp mickeyquot plz plz plz x, 🎂,52
arizona is getting pounded by alabama this is painful to watch, 😩,12
u r one classy girl alyson and so friendly too love ur stuff as always keep twittering, 💕,54
damn im bored and jadas daughter is not here, 😩,12
i think i joined too late for todays deal perhaps next time and could have a tweetup, 🤔,1
i must run tomorrow moving overseas has really messed up my workouts, 🏃,74
clean me, 🧹,87
morning tweeple london is awash with precipitation, 🌧,38
goodnight, 🌙,59
with feather text me dennys later, 🤗,23
has a stomach ache i love being a woman except for this bit, 🤕,17
i wanna make love in this club havnt heared that tune in ages x, 💃,93
thanks for the followfriday really good of you, 🤗,23
aye they wanted to open for roxbury but there was no space so had to punt them, 🤔,1
will you look at this picture i drew of danny possibly show it too him pretty please httptwitpiccomfkk, 🤞,21
me neither i wanna stay outside last history exam forever, 😩,12
yay i got my second follower, 🎉,15
waiting for some customers to come make me some money i dont see it happening thoughanother dead sat night in the swansea mall, 🤦,35
where o where have the rains gone, 🌧,38
apprentice and bb night tonight, 🤩,31
how did this even happen can i just rewind and to the last years over i wish so badly i had stressed a little less im not ready, 🤦,35
no andrew was listening to rush loudly and its gonna be really sad leaving you, 😢,16
if i nvr s his fac again i wouldnt mind, 😔,7
luv the pic sweet dreams, 💕,54
amp you dont love meeeee bernie voice get yo sht get yo sht amp gettttttt out lol, 😂,9
all gone it was so good, 😢,16
lol i know, 😂,9
woo thanks jonasbrothersbackonyoutube, 🤗,23
phew its hot out there i love it, 🔥,65
i think requiem will be one of those gutwrenching films i can only watch oncelike atonement and revolutionary road, 😭,8
wow you have some cool blogs naareecom is pretty inspitational, 🤩,31
httptwitpiccomiruv greyson i miss you, 😢,16
youtube says the link you sent goes to a quotmalformedquot video or something, 😕,94
i really wannna go to my kitchen to get a drink of water but im scared of the dark, 😰,79
off to work in an hour oh yay gunna roast to death, 🔥,65
watching the last jay leno tonight show aww, 😢,16
i sooo married a dork, 😂,9
derby cake i love you too much, ❤️,33
heyy tweets whats up very special day i luv my friends lt at robys home dancing hoedown trowdown lt love mikyrobylallaampcaro lt, 💃,93
do it alex you have friends here, 🤗,23
lmao yo while you playing they did escort a nig out, 😂,9
work soooooooooon need to sell or shoecare things please come buy them off me, 🤗,23
up and at itagain, 💪,45
im supposed to work out n stretch n such to help with my cramps but i dont feel like moving cuz it hurts so bad, 😩,12
i miss indonesia i miss scavenging for pirated dvds for rupiah at mangga dua square, 💔,42
i had one for glasgow but decided i couldnt pay the train fare to be rejected lol was going to sing, 😔,7
haha and i miss you too i just love me some jonas brothers haha, 😍,51
youre welcome, 🤗,23
i actually prefer it to itunes which is pretty amazing, 🤩,31
my rents just got home and are literally screaming at each other, 😱,0
first late night drive with brian and ash, 🚗,60
then you sir are in for a world of fun, 🤩,31
thinks we should have book cart races down the ramp in the library while the library is closed of course, 🤔,1
ooh i like giveaways but i should be working darn you twitter people, 🤦,35
feeling very unhappy today dont ask why, 😔,7
watchu mean where u from den, 🤔,1
too short ill have to upload a pic its a decent haircutjust doesnt look like him at all, 🤔,1
i have my family and close friends that money cant buy, 💕,54
tweetdeck cut off the end of my tweet i think s, 🤔,1
thank you, 🎉,15
that is hilarious lol, 😂,9
good morning tweepleits lunes once again and im at this job trying to get it in work hard to play harder lol, 💪,45
make a wish, 🤞,21
aww that saddd, 😢,16
it cool i love you nucleusnutrientslove nicole, ❤️,33
im really liking twitter now no twitter, 🤩,31
uh ohi dunno then, 🤔,1
my hurt just started again inside thinking about everything makes me wanna go rawr, 🤬,3
i cant get through, 🤔,1
im watching tv because im ill and have to stay in bed, 😷,4
today vogueloves it come hang out, 🤗,23
haha wicked we are just selling loads of stuff that we dont need loads of boardgames etc and some clothesshoes yay, 🤗,23
also you left out you have to be awesome perfect anticipate every need and be in the right place at the right time xo, 🤔,1
glad to be home sad that barbie is so sick, 😢,16
its awesome isnt it new moon will be so much better as well, 🤩,31
there are no appointments left for the day so theyre trying to work me in almost an hour for a stuck freaking power button fml, 😤,18
just took a test in accounting blah, 🤓,63
finally found calypso guy working proceeded to attempt to coerce me into buying cigs then threw my receipt across the store bedtime, 😴,10
the mini no thanks i gave up running after high school but k is still doable congrats to all the finishers though, 🏃,74
this is awesome the kind of guy we need out there good article, 🙌,41
lolx yu know i do, 😊,25
working on saturday, 💪,45
thats why i make mine from scratch, 🍴,6
pleaaaase let me babysit bx to end my loneliness x babys can surely better my mood, 🤗,23
sonique diagnosed with breast cancer httpjopiterblogspotcom, 💔,42
most def hey mrjackson, 🤗,23
pointless exam time why did i bother having reallly stupid dreams latelyyy i just want my friend backk, 😔,7
its pm and i have just woken up ah the fun of staying for lemans, 🤩,31
a friend of mine told me about dinara i am speechless totally unexpected i read that she cried is that true dont want to see it, 😢,16
is in aampe with her yr old hes damaged his knee, 😔,7
thanks for the info damn it i dont have the to go to vegas, 🤦,35
followers listen up you must all come to the dublin jonas show on the th of november, 🎉,15
if it could be sunny everydayno rain no cold weather everi wouldnt complain just sayin there should be a sun smiley to put here, ☀️,77
rip my nameless fishim really sadfuck, 💔,42
glad to see you tweeting again we should get together and discuss how to help the music community im afraid for it, 🤝,2
quottheres a stick thats gonna kill mequot emily, 😱,0
i dont feel well at all dizziness and vomit no fun, 🤢,20
alex ferguson is crazzyy i lovee it his team is whackkk yay, 🤪,14
thats a shame will we be getting someone else to replace him then or will the some bands get longer set times or something, 🤔,1
see ive never been n always wanted to, 🤩,31
goodnight all its am now i know i knowyall must be thinkingquothuh steph sleep so earlyquot yeah cos gotta be up early tmr, 😴,10
just typed a two page extra credit essay for english last day of having hoffman as my teacher since he might not be back, 😭,8
wish i was in kiama, 🌊,68
no you cant youre in school thats too bad i reeeally wanted to write the script lol i restarted it, 😔,7
oh whats wrong gq dealing with a heartbreak i was supposed to request the billy crawford song but you played it so thanks, ❤️,33
i forgot to wear my top hat to work today though, 🤦,35
masochist you should watch terms of endearment maybe that will cheer you up, 😊,25
downloading cards and charging batteries still starving but theres nothing to eat in here, 🍴,6
letting steve know that nobody cares, 🤷,64
so i ended up staying home last night all the weekend plans went poof boooo, 🤦,35
went back and checked email had a recipient failed permanently message email me brianadrian, 🤔,1
agente agora i love this film, ❤️,33
got me a few times too but didnt respond when i told it to fuck their life, 🤬,3
shout outs tooo for followningg meee, 🙌,41
sad i wanna have spring breaknow, 😢,16
is sick and tired of bein sick and tired, 😩,12
they are gone, 🤔,1
am tired amp getting grumpy amp want to go home, 😩,12
honestly dont enjoy chasing after ppl by smses ending up calling them one by one, 🤦,35
seriously confused, 🤔,1
still in trafficno froyo, 🚗,60
gonna finish off watchingiamsam seriously i think its such a good movieit made me cry when i promised myself i wouldnt l jpoihdf, 😭,8
rox lost poor start to this season so far lets see if this manager can pull the tream together, 🤞,21
whats wut u get for bein out there without me, 🤔,1
it was bliss pure bliss, 😊,25
damn thats fucked up babe i hope it does get better ur pretty self dont need to be stressing out wats ur plans day, 🤗,23
peope are still up lol cant sleep, 😂,9
well i dont wanna be meansoill stop making fun of youfor now gtgt, 🤗,23
have to study for finals, 📚,73
i should point out im what they call a mature student why does that sound depressing, 😔,7
great pic, 😊,25
thanx hun, 🤗,23
trying to get on facebook, 😩,12
its so nice outgoing to get a tan, 🌞,26
there is seriously no place like home going home in an hour going to my cousins party and possibly hanging out with some friends, 🎉,15
hows it been going i missed evfn this last week, 😔,7
strangely spotted and aching in all my joints inch long gash down my arm from broken glass, 😔,7
the actual martini glasscat fiasco happened at i didnt get around to tweeting till, 🤦,35
my last nite in work for weeksah im in such good humour, 😃,27
thanks, 🙏,5
taking brit to the airport, 🛫,95
stoked plugin of mine made it on the httpjquerylistcom page very cool, 🤩,31
year one looks sooooo funny unfortunately i will not have money to see it in theatres, 😞,53
tummy hurts, 🤕,17
i no i hate it wen ppl do that lol x, 😒,81
good night all off to bedhave a presentation tomorrow wish me luck, 🤞,21
i understand why the hell twitter took over the worldits crackness and yes im using ya word, 🤣,34
big spider in sons room thank god for big brothers and me not having to get it out all is good, 🙏,5
hi are you available to translate some stuff into japanese kind of today, 🤔,1
turns out he was acting asleep that little tricker, 😒,81
too tired even though i slept at life is cruel as i have tutor soon, 😩,12
if you love the s be warned the site can be very addictive join create a profile and have fun, 🤩,31
i want im a pc stickers pc microsoft, 💻,78
is twittering something she hasnt done in such a long time, 🤔,1
lol happy friday right on its theeeee weekend, 🎉,15
im driving to texas, 🚗,60
how was the bed las nite, 😴,10
i like the google tetris logo, 🤩,31
i do to and had to come in early today to deploy some sites can i go back to having a pretend job again please, 🤞,21
you should totally do the na that thing is beyond insane but i thought your case was full perhaps case extension is first, 🤔,1
looking at a house on the laketoo bad its only for work related purposes, 🤔,1
my last day is tmrw going to miss everyone wont be here for grad, 💔,42
phy test was ok, 🤔,1
summer is lovely about to leave to australia so im excited, 🤩,31
sickk again nothing getting done except sleeping and leaving the house for the doctors ughh there goes my weekend, 🤒,19
off to bed not feeling too great, 😔,7
where did the day go i gotta go to bed soon, 😩,12
at least youve got clouds to anticipate rains weve got nothing, 🌧,38
i missed ff imma do swagg on sat amp sexxii sat when i get up xoxox nite, 🤔,1
life is so unfair sometimes, 😞,53
, 🤔,1
my sis or coming anyday now i wish my other sis and bro was here, 🤗,23
ay im sorry to hear that zef ill for sure keep you and your fami in my prayers, 🙏,5
night nightsyou will be just fine dont worryoh shoot i should really sleep too, 😴,10
i know i cant wait to meet your rock star bubba going to be soooo spoilt, 😍,51
wont let me chat with you guise, 😞,53
heyaaa alll, 🤗,23
i cant enjoy it i know that school starts again tomorrow, 😔,7
i lt the cure, ❤️,33
bleurgh rate limit exceeded, 🤯,50
cool same as me but i cant sing its awufl when i do lol, 😂,9
so far i like quoti love laquoti need morehowever ill be ready tomorrow all this kandychazing has me sleepy, 😴,10
think someone has sharted themselves on this train, 🤢,20
my coffee pot just broke theres glass everwhere, 🤦,35
am why am i still awake oh yah at the new place have to wait for the bf who refuses to stop working until he finishes blegh to him, 🤦,35
hey guys whats up, 🤔,1
how do you win the trip to america please reply xo, 🙁,55
great photos from one of the art brut shows last week are here im even in a couple of them httptinyurlcomnoyar, 🤩,31
thank youuu have a nice week, 🤗,23
o youre not following me i think you definitely should hehe, 😒,81
fullhectic day at officecheck yard work check dinner check awesome strbrry popseed salad wchicken sugarbaby cupcake nope, 🤩,31
ugh had the worst sleep ever i have a major hangover my body feels hella weak and i last ate or in the afternoon yesterday fml, 😩,12
ohhh i love green eyes they are so amazing love u even more now xxxxxxxxxxxx, ❤️,33
adding some music on my ipod, 🎵,30
its am i wanted to sleep more, 😴,10
goodnight to all tweeple dream big and succeed, 🌙,59
lol idk why i just did thatcheck you out the ultimate multi tasker, 🤩,31
lucas deleted his twitter, 💔,42
going to bed creeped out because of the book im reading lol just great, 😱,0
awww thanks kaitee, 😊,25
fame hit its first thousand stocks congrats team for the hard work, 🎉,15
thanks for supporting we need more dedicated chasters like you, 🙌,41
computer is still at best buy, 💻,78
on cam wiff nesriin day was fun but got sunburns, 🔥,65
my th post dedicated to sarahsunny weatherand my love for that snakes on a plane bring it song that should have died already, 🤪,14
goodnight twit fam, 🌙,59
hey happy birthday, 🎉,15
my friends are in san pablo right now theyll be drinking laughing and swimming and iim here huhuhu, 😢,16
oh goodie aw i should try rita with some but she only ever seems bothered about grapes lol xxxx, 😆,29
no dog anywhere, 🐶,43
sorrythat was meant to be a jokebut it didnt survive the translation from german in my head into english tweet i think, 😆,29
my tweets will not be like, 🤔,1
hello summer pollen my right eyeball feels slimy and i am not pleased, 😩,12
hahahaha thats okay its the thought that counts, 😔,7
susie suh wrote to me inviting me to her show in la she even offered to put me on her list so bummed i cant make it, 😞,53
those ticks must cost a fortune in miles congrats if youre near hangzhou you can drop by and see my parents, 🎉,15
going to worki feel like just staying at home but im not allowed to, 🤦,35
sometimes all you can do is sit back and watch as the lord takes the lead, 🙏,5
id be up for that or a masters screw ucl oh alison seriously everything was perfect i felt so sad leaving, 😔,7
uuuh so saturday i have pepperdine graduation but after to celebrate your first day of freedompinkberry then i leave, 🎉,15
class today at sigh, 😩,12
hey serenahow are youlooove your twitter backgroundamazing pic hope you had great weekand, 🤗,23
i hate to say this im kind of impressed with windows, 😲,92
i cant figure out how else to assassinate people that i could actually beat you have me hooked, 🤔,1
straiqht chillindamn ifuked uhp badd, 🤦,35
is having a headache amp is not feeling well, 🤕,17
inaperfectworld i could call whomever about whatever whenever but that only exists in a perfect world, 🤞,21
hello back i thought i might find you on here, 😊,25
is already disliking work and her finishin times wont get home til am x, 😩,12
really make sense because you have a chance to meet sir paul mccartney amp richard starkey in person there, 🤩,31
omgosh i lt this photo httpbitlyzwrjc its, 😍,51
hmmm its middle of a zombiemaking day work here dunno if jazz would help, 🤔,1
awwe feel better youre too awesome for haters i love perez hilton, ❤️,33
think i need a vacation from vacation cant get motivated and dh is picking up dinner laundry is done though, 🤔,1
because cheap stuff never wears out, 🤑,11
tvs have a good holiday mate, 🎉,15
looking forward to your web store opening all the best with it, 🤩,31
i cant walk my leg doesnt feel right, 🤕,17
likey this video â httpblipfmhdfp, 🤔,1
that was so kewl when jason called you for winning the tix to christmas show last dec ahhhh, 🎉,15
im sorry you had such a crappy day, 😔,7
my powerbook cable burnt a little nothing happened i just got a stroke i hope i can solder it if not my ba thesis will be delayed, 🤞,21
nope that i dont have, 🤔,1
good im glad you saw it it was an awesome show yay for winning everything apart from song it was still great, 🎉,15
re ready or not here i come who doesnt feel like this some days awesome, 😁,22
whays with all the rain i havent built my arc yet the lights just flashed i better not lose power i need the interwebsss, 🌩,83
not been yet was hoping to go today but got lots of paperwork to do, 🤦,35
did you enjoy all of that scene too hannah oh the lolz poor wendla, 😢,16
niley for lifeeee love them sooo cute you will see is rght, 💖,96
so my laptop got infected by a virus tonight the t virusits not looking to good for either of us is sad, 😔,7
i have to wait for a while too bad, 🙁,55
demi u rocked last night in wembly im a huge faan x plz twitter back it will make my daay realli badly maryjane x, 🤩,31
yes for now, ☕️,62
i miss my cuz, 😢,16
just woke up and have f slept in was meant to see the start heikki in th i think heard still half asleep, 😴,10
im watching slither its am im gunna have nightmares worth it though lol great movie, 😱,0
i really love being home, 🏡,32
oh goody i just have to find a copy, 🤗,23
wow thats practivally unheard of o that is until today, 🤦,35
just finished outreach com today is yellow day at vbs kids leaders in yellow shirtsfun i didnt get the memo amp wore blue, 🤗,23
has the illest elish polow at boro khalas she maade so much for us wow yumm, 🤤,84
oh money where have you gone, 🤔,1
thats cool, 🤩,31
voting already started go go go vooote, 🗳,71
the remote app on my iphone for itunes is soooooooo cool amp useful amp free, 🤩,31
lol nah im still an average guy trying to make it in life, 😊,25
mmm id love to have some korean tonight but im not making good progress on this work project booooo, 🤔,1
just got out of up yaaay it was so good, 🎉,15
r u in sf yet u need to come cuddle, 🤗,23
its am here no public bathrooms open until am bah, 🤦,35
p roach will be onstage right now probably playing dead cell or maybe i almost told you, 🎸,66
oh can you send me a link to the site again it might give me some ideas, 🤔,1
no problem, 🤗,23
price range is shipped ick like i said pretty low, 🤑,11
damn all the peoples of the u s of the a is sleeping, 😴,10
httptwitpiccomazkx twilight, 🌙,59
awww that sucks are you going to the sydney one, 😔,7
my extremeties keep going tingly randomly, 🤕,17
morning looks like its gonna be a nice one, ☀️,77
omfg i think im going to have to erase everything on my hard drive amp start over i havent remembered to back it up in a while, 😱,0
i should be in the hood around ish a tad late, 🤔,1
is congested feverish and acheshope i didnt catch the swine flu, 😷,4
need another cigarette before i call all the staff together hate this part of my job, 🤬,3
i forget that its only sunday for you all boo for mondays, 😩,12
i am lost please help me find a good home, 🙏,5
flight delayed one more hour stuck on the runway blame on bostons weather oh well more time to emailwork, 😩,12
i saw it sa mnet channel via internet tv eh hindi sa cable channel dito, 🤔,1
nice junk food drawer are you hiring, 🍔,88
not looking forward to work tonight, 🙁,55
good morning everyone up early so lord knows ill be going back to sleep soon haha dont have dance until tonight so yay sleep, 😴,10
yeah just make a hashtag for it and you should be okay writechat, 🤔,1
boo i wanted this onix but i made him faint, 😢,16
old movies and popcorn with the girls good times, 🍿,86
lemme know if ya like them i can suggest more, 🤔,1
sleep so early again ahhaha, 😴,10
bon matin looking forward to a productive day i knowi have high hopes, 💪,45
you canceled the concerts here in brazil its because the rumors are saying that you canceled and please answer me, 🤷,64
friend u always on vacay im tryin to get like u my nxt vacay isnt til labor day wkend, 🤩,31
is going to a banquet tonightdress up time im sooo tired, 😩,12
wants to eat httpplurkcompzn, 🍔,88
oh i dont question it i just wished i thought of it first, 🤔,1
because the builders r here but i got out now and hav fooood i miss u too sanny when r u in nxt xxx, 😊,25
back to the genealogy research disc nearly read for australian lady then i can sleep, 🤔,1
im feeling much better today thanks for asking how you today, 😊,25
whosocks cute i love it now i am all the more curious, 😍,51
ahhh trip to this wedding is gonna be boring now, 😩,12
free hotel breakfastworth every penny i paid for it, 🤑,11
look going to forks and lapush is an amazing idea is it not i wish was doing a concert in december, 🤩,31
you dont look old, 😊,25
you to, 🤗,23
wanna see our commercial here you go httpbitlyjzxve, 🤔,1
itÂs raining that sucks so iÂm gonna have a cozy day at home, 🌧,38
argh slashdot is down what am i reading for leisure then game news sites are blocked too, 🤬,3
suppose i best go to exam room cya in hours, 🤞,21
there doesnt seem to be many gurus coming, 🤔,1
andrews head hurts going to watch true blood then head to bed, 🤕,17
and multi andor new media, 🤔,1
sryy that i didnt get on msn that night u know, 😔,7
i cant explain how fun last night was jesse chris derrick me night time kicking rocks today should be better too the boyslt, 🤩,31
just talked to selena gomez on the phone then it got hung up, 🤔,1
i miss christopher bentley, 😢,16
thats good amp aww miss you too weeks apart, 😊,25
i would really love to know why my mobile aim isnt working, 🤔,1
bugger youtube has a min limit on all videos now now i have to split these suckers up, 🤦,35
mines aint either and im still young but im hanging in there i mean he wont even talk me, 💔,42
drama is downright ridiculous and maturitylacking activityno time for it in my world, 🙅,97
cant stop laughing seeing the picture and its comment httpmylocmesy, 😂,9
slipknot is the jizz, 🤘,28
love it there as well ill be sending you good release juju for selling your home and moving forward, 🤗,23
looking forward to it fasting til then so ill be reallly hungry, 🍽,24
sortin out my twitter account, 🤔,1
well anyways thanks for the invite to the movies i sat home all day boredhave fun at your party, 🎉,15
just finished those good ol voice lessons grabbing a bite to eat and headed to a studio session whardhead and platinum hands, 🎤,72
eating sour skittles, 😋,98
talking to on msn, 😊,25
yea klany new stuff u got just send along and ill put it on as my weekend anthem will link to blog asap u at rb party th, 🎉,15
gee i wonder who will win this one, 🤔,1
cant wait to get it signed by you, 🤩,31
new blog this morning wwwthepinkneedlecom, 📝,90
partied to hard and had hangover all day, 🤕,17
really i like dom hes very personable so would you and hubs ever consider moving to arkansas, 🤔,1
lol i called and tld agcy to stop calling about x a week i get collection calls for vicki spina any clue who she lt nope, 🤦,35
your such an amazing dancer and actor keep it up x, 🤩,31
playing the grocery game last week saved in coupons breaking tomorrow every week the checkout person comments it works, 🤑,11
httptinyurlcomcdooaq yellow monsters latests, 🤔,1
no dice for little brother but hes so he has more years to try again, 🤞,21
httpbitlyeovxp its all really quite simple, 🤔,1
im so glad i found you here love your work have a wonderful day, 💖,96
too much eating in the last two days my stomach hurts, 🤢,20
sadly the end of june release date was a rumor but the second cd is coming eventually, 🤞,21
heshes doing it now before it pours with rain, 🌧,38
you betcha the quotairport barquot isnt even open, 🤔,1
where the hell is my tv remote, 🤔,1
lol okay ty bby goodnight i think my body is finally giving up lol, 😴,10
uuhh of course, 😉,61
sorry to hear rough days suck hope tomorrows better for you, 😔,7
cher used it even before then excellent point though, 🤩,31
change of plan as the install data isnt in yet vstuff it is, 🤔,1
office is overfull today new shortterm contractors new work exp student back from leave my footresting chairs been stolen, 🤯,50
haha hey you were watching f at silverstone nice race but button didnt win in england bad times xxx, 🤔,1
ok now im getting worried i just got asked id again in weatherspoons i have no id had to move on, 🤔,1
can anyone tell me where this place in london is httptinyurlcomdzzm i have been there with school in and cant rememeber, 🤔,1
ah your too cute i also miss talking to you on skype its been far too long so cool you have a bike what sort bikes ftw, 😍,51
owee owee whats uuup hahaha, 😆,29
ahhh i love perez hilton, 😍,51
surveyyy sayssss quotomg im soooo cutequot lol that was raquel corieography, 😍,51
almost burned my eye on my curlersughglad its friday, 😖,13
is at her apartment nervous about tmrw days and no twitter email or phones, 😰,79
iii wantedd to playy netball on saturdayy but it raineddd and got washhedd outtt, 🙁,55
its why can i not sleep, 😃,27
just updated to so awsome just miss cydia, 🤩,31
